,OBJECTID_x,ID,Lon,Lan,pH,As,Cd,Ni,Pb,Zn,Hg,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec,slope,hankang1,profile_cu,planform_c,SOILSY,SNAME,hsg,HSG_CODE,OBJECTID_y,MUID,CMPPCT,HYDGRP,ANION_EXCL,SOL_CRK,SOL_K1,CLAY1,SILT1,SAND1,ROCK1,SOL_EC1
1226,1227,KW-BW-S-55,128.0862222,37.82313889,6.44,0.26, ,2.3,54.2,0.024,0,128,5,10.4,37,49,23.3,24.86070061,302.5239868,-2.028069973,-0.270500988,JoC,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1227,1228,KW-BW-S-56,128.0853611,37.82266667,4.69,0.46, ,3,147.83,0.033,0,128,5,7.3,37,49,21.6,9.105500221,304.0910034,0.00536325,-1.787479997,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1228,1229,KW-BW-S-57,128.0853611,37.82266667,4.67,4.47, ,2.45,126.54,0.032,0,128,5,7.3,37,49,21.6,9.105500221,304.0910034,0.00536325,-1.787479997,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1229,1230,KW-BW-CS-01,128.0752222,37.82427778,7.63,0.16,0.18,1.65,69.97,0.044,0,128,4,30.8,37,49,27.4,32.96659851,328.4070129,-2.544329882,-0.749168992,SqC,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1230,1231,KW-BW-CS-02,128.0752222,37.82427778,7.59,0.25,0.195,1.85,76.77,0.042,0,128,4,30.8,37,49,27.4,32.96659851,328.4070129,-2.544329882,-0.749168992,SqC,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1231,1232,KW-BW-CS-03,128.1002222,37.82172222,7.61,0.73, ,3,92.2,0.012,0,128,6,0.8,37,49,18.2,24.67079926,313.7640076,-0.833519995,0.595068991,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1232,1233,KW-MH-PS-01,128.1003611,37.79733333,6.9, ,0.1,3.4,108, ,0,128,6,1.3,37,47,50.4,22.96980095,280.2000122,-0.818871021,2.007790089,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1233,1234,KW-MH-PS-02,128.0969167,37.80125,6.3, ,0.1,3.1,96, ,0,128,5,48.9,37,48,4.5,8.77229023,240.8130035,-0.53659898,1.481099963,SKC,SUAM,C,3,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1234,1235,KW-MH-PS-03,128.0967778,37.80697222,5.7, ,0.2,6.1,131, ,0,128,5,48.4,37,48,25.1,9.378009796,227.4089966,0.661916971,-0.333748996,SuC,SANGJU,B,2,362,KOREA,1,A,0.5,0.5,48.07,6,23,71,18,0
1235,1236,KW-MH-S-01,128.0995833,37.79836111,6.03,0.44,0.14,5.42,86.83, ,0,128,5,58.5,37,47,54.1,21.57789993,273.0910034,1.143519998,1.409999967,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1236,1237,KW-MH-S-02,128.0995833,37.79836111,6.63,0.24,0.11,9.66,51.87, ,0,128,5,58.5,37,47,54.1,21.57789993,273.0910034,1.143519998,1.409999967,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1237,1238,KW-MH-S-03,128.0995556,37.79827778,7.07,0.47,0.095,2.48,98.9, ,0,128,5,58.4,37,47,53.8,19.82099915,269.3989868,0.266003996,0.863416016,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1238,1239,KW-MH-S-04,128.1003611,37.79855556,8.21,0.26,0.09,2.95,83.83, ,0,128,6,1.3,37,47,54.8,35.37760162,316.4379883,0.207985997,0.482522011,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1239,1240,KW-MH-S-05,128.1003611,37.79855556,9.03,0.47,0.1,5.02,82.47, ,0,128,6,1.3,37,47,54.8,35.37760162,316.4379883,0.207985997,0.482522011,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1240,1241,KW-MH-S-06,128.0998611,37.79819444,4.82,0.96, ,2.56,80.03, ,0,128,5,59.5,37,47,53.5,25.28350067,273.5140076,2.12409997,-1.392989993,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1241,1242,KW-MH-S-07,128.09875,37.79769444,6.92,0.26, ,2.19,76.4, ,0,128,5,55.5,37,47,51.7,7.133399963,235.473999,-0.121042997,-0.550975025,JoB,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1242,1243,KW-MH-S-08,128.0983056,37.79752778,6.49,0.35, ,3.4,75.5, ,0,128,5,53.9,37,47,51.1,3.372659922,234.5769958,-0.184971005,-0.151157007,JoB,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1243,1244,KW-MH-S-09,128.0979722,37.79741667,6.07,0.47,0.1,3.66,83.97, ,0,128,5,52.7,37,47,50.7,3.223819971,234.9869995,-0.317970008,0.093223602,JoB,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1244,1245,KW-MH-S-10,128.0971111,37.79769444,4.88,0.58, ,2.12,74.93, ,0,128,5,49.6,37,47,51.7,3.118659973,230.9960022,-0.49632901,-0.166373,SfB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1245,1246,KW-MH-S-11,128.0971944,37.79794444,6.12,0.25, ,2.41,72.9, ,0,128,5,49.9,37,47,52.6,3.946700096,230.3099976,0.250728011,-0.192692995,SfB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1246,1247,KW-MH-S-12,128.0967778,37.79836111,7.55,0.79,0.11,2.82,62.53, ,0,128,5,48.4,37,47,54.1,6.878439903,230.7599945,-1.498620033,0.177889004,SfB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1247,1248,KW-MH-S-13,128.0973056,37.79952778,7.07,0.64, ,3.03,66.27, ,0,128,5,50.3,37,47,58.3,6.580989838,250.8619995,-0.354341,1.443449974,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
1248,1249,KW-MH-S-14,128.0973056,37.79952778,6.08,0.97,0.175,5.82,85.57, ,0,128,5,50.3,37,47,58.3,6.580989838,250.8619995,-0.354341,1.443449974,ArC,ANRYONG,B,2,393,KOREA,1,B,0.5,0.5,52.35,6,25,70,4,0
1249,1250,KW-MH-S-15,128.09625,37.80022222,6.41,0.25,0.105,5.08,78.07, ,0,128,5,46.5,37,48,0.8,7.616139889,230.3869934,-1.015540004,0.25722599,SfB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1250,1251,KW-MH-S-16,128.0963611,37.80002778,6.8,0.35, ,1.26,61.37, ,0,128,5,46.9,37,48,0.1,16.86860085,233.272995,2.356070042,-0.352241993,SfB,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1251,1252,KW-MH-S-17,128.0962778,37.80352778,6.15,0.58, ,3,52.07, ,0,128,5,46.6,37,48,12.7,16.19669914,246.0639954,0.249562994,1.419059992,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1252,1253,KW-MH-S-18,128.0962778,37.80352778,5.76,0.37, ,3.19,68.53, ,0,128,5,46.6,37,48,12.7,16.19669914,246.0639954,0.249562994,1.419059992,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1253,1254,KW-MH-S-19,128.0949167,37.80005556,4.85,0.35,0.12,2.82,58.23, ,0,128,5,41.7,37,48,0.2,6.100349903,222.1009979,0.371825993,-0.298584014,JoB,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1254,1255,KW-MH-S-20,128.0949167,37.80005556,5.53,1.87, ,2.18,58.23, ,0,128,5,41.7,37,48,0.2,6.100349903,222.1009979,0.371825993,-0.298584014,JoB,JIGOG,B,2,503,KOREA,1,A,0.5,0.5,131.04,18.6,27.8,53.6,14.9,0
1255,1256,KW-MH-S-21,128.0928333,37.79911111,5.14,0.25,0.085,2.8,77.8, ,0,128,5,34.2,37,47,56.8,22.91300011,268.8880005,1.55795002,-3.895900011,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1256,1257,KW-MH-S-22,128.0912222,37.79930556,4.84,1.58, ,1.94,69.37, ,0,128,5,28.4,37,47,57.5,27.88299942,289.7149963,-0.299766004,4.92069006,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1257,1258,KW-MH-S-23,128.0912222,37.79930556,4.84,0.25, ,2.69,68.3, ,0,128,5,28.4,37,47,57.5,27.88299942,289.7149963,-0.299766004,4.92069006,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1258,1259,KW-MH-S-24,128.0916389,37.79966667,5.22,2.55,0.08,3.85,80.53, ,0,128,5,29.9,37,47,58.8,40.77370071,250.9149933,2.006249905,0.094563298,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1259,1260,KW-MH-S-25,128.0912222,37.80002778,4.6,0.46, ,2.56,80.53, ,0,128,5,28.4,37,48,0.1,27.98880005,252.7019958,-1.16068995,1.656200051,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1260,1261,KW-MH-S-26,128.0906944,37.79958333,5.73,1.24, ,1.46,63.57, ,0,128,5,26.5,37,47,58.5,24.49690056,250.3209991,1.796800017,-4.989089966,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1261,1262,KW-MH-S-27,128.0903611,37.80022222,5.72,2.57,0.085,3.07,57.9, ,0,128,5,25.3,37,48,0.8,44.70709991,227.197998,3.292819977,-0.196987003,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1262,1263,KW-MH-S-28,128.0897778,37.80080556,6.22,0.35, ,1.96,54.77, ,0,128,5,23.2,37,48,2.9,22.34519958,200.7359924,2.638370037,-0.463373989,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1263,1264,KW-MH-S-29,128.0894722,37.80138889,5.77,0.36, ,1.95,71.97, ,0,128,5,22.1,37,48,5,1.307260036,193.6470032,0.534555018,-0.00261565,W,Water,B,2,,,,,,,,,,,,
1264,1265,KW-MH-S-30,128.0875556,37.80252778,5.9,0.95, ,5.32,103.77, ,0,128,5,15.2,37,48,9.1,0.683233976,194.0469971,-0.00486219,0.049886301,W,Water,B,2,,,,,,,,,,,,
1265,1266,KW-MH-S-31,128.0864722,37.80719444,4.71,0.25, ,0,68.9, ,0,128,5,11.3,37,48,25.9,30.13229942,235.4499969,-1.791769981,0.442420006,SNF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1266,1267,KW-MH-S-32,128.0859167,37.80819444,5.93,1.48,0.14,3.18,82.23, ,0,128,5,9.3,37,48,29.5,13.03489971,209.0410004,-0.043980502,0.729212999,SfC,SACHON,C,3,356,KOREA,1,B,0.5,0.5,5.77,25,42,33,2,0
1267,1268,KW-MH-S-33,128.0848056,37.80908333,6.12,0.36,0.075,3.45,59.3, ,0,128,5,5.3,37,48,32.7,6.882359982,194.7689972,1.490419984,-0.212338999,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1268,1269,KW-MH-S-34,128.0824722,37.80886111,5.04,1.79, ,2.6,89.93, ,0,128,4,56.9,37,48,31.9,20.08950043,223.2149963,-0.760733008,2.367259979,SuC,SANGJU,B,2,362,KOREA,1,A,0.5,0.5,48.07,6,23,71,18,0
1269,1270,KW-MH-S-35,128.0809167,37.81422222,7.6,0.25,0.14,3.88,87.6, ,0,128,4,51.3,37,48,51.2,0.556973994,192.0140076,0.00838094,0.00429158,Jc,JANGCHEON,B,2,481,KOREA,1,A,0.5,0.5,69.32,2.9,6.4,90.7,0,0
1270,1271,KW-MH-S-36,128.0714722,37.81288889,5.64,0.58,0.14,5.29,73.67, ,0,128,4,17.3,37,48,46.4,13.04529953,210.3329926,1.328420043,0.158803999,NoD2,NONSAN,B,2,269,KOREA,1,B,0.5,0.5,14.89,27.9,37.4,34.7,22.8,0
1271,1272,KW-MH-S-37,128.0665,37.81175,5.78,1.68, ,3.41,54.13, ,0,128,3,59.4,37,48,42.3,1.073359966,187.9089966,0.031337898,-0.0133398,Jc,JANGCHEON,B,2,481,KOREA,1,A,0.5,0.5,69.32,2.9,6.4,90.7,0,0
1272,1273,KW-MH-CS-01,128.1041944,37.79244444,6.4,0.37, ,1.77,81.7, ,0,128,6,15.1,37,47,32.8,25.86000061,289.5929871,-0.357535988,2.51770997,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1273,1274,KW-MH-CS-02,128.1041944,37.79244444,6.48,0.48, ,1.72,67.23, ,0,128,6,15.1,37,47,32.8,25.86000061,289.5929871,-0.357535988,2.51770997,SNE2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1274,1275,KW-MH-CS-03,128.1002222,37.82172222,7.9,0.46, ,3,92.2, ,0,128,6,0.8,37,49,18.2,24.67079926,313.7640076,-0.833519995,0.595068991,SRF2,SONGSAN,A,1,370,KOREA,1,A,0.5,0.5,10.17,17,25,58,8,0
1275,1276,GG-DMD-PS-1,127.4982222,37.92005556,5.9, ,0.1,0.6, , ,0,127,29,53.6,37,55,12.2,8.315369606,213.2870026,-0.0113999,0.00746,SqD,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1276,1277,GG-DMD-PS-2,127.49625,37.92041667,5.7, ,0.2,2, , ,0,127,29,46.5,37,55,13.5,10.47719955,188.0659943,-0.202105001,1.036599994,SqC,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1277,1278,GG-DMD-PS-3,127.4963889,37.90727778,5.7, ,0.1,1.2, , ,0,127,29,47,37,54,26.2,9.012269974,139.3329926,1.811439991,0.107455999,OaE2,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
1278,1279,GG-DMD-S-1,127.5067778,37.92036111,6.2,1.17,0.03,0.74, , ,0,127,30,24.4,37,55,13.3,33.81560135,419.7369995,0.045325398,-1.830279946,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1279,1280,GG-DMD-S-2,127.5065556,37.92041667,5.45,2.77,0.04,2.08, , ,0,127,30,23.6,37,55,13.5,34.6371994,407.4639893,0.511079013,-1.831449986,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1280,1281,GG-DMD-S-3,127.5060833,37.92022222,3.91,3.81,0.02,6.77, , ,0,127,30,21.9,37,55,12.8,31.61179924,393.8320007,0.964971006,-0.643427014,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1281,1282,GG-DMD-S-4,127.5058889,37.92036111,4.21,2.24,0.585,3.16, , ,0,127,30,21.2,37,55,13.3,26.38839912,379.0069885,-0.471792996,-2.23229003,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1282,1283,GG-DMD-S-5,127.5057222,37.92036111,5,2.47,0.165,1.94, , ,0,127,30,20.6,37,55,13.3,27.01910019,372.2999878,0.722432017,-1.744120002,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1283,1284,GG-DMD-S-6,127.5054444,37.92038889,4.86,1.13,0.095,1.67, , ,0,127,30,19.6,37,55,13.4,28.21500015,362.5230103,0.296211004,-1.318050027,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1284,1285,GG-DMD-S-7,127.5050556,37.92044444,6.06,2.17,0.915,3.76, , ,0,127,30,18.2,37,55,13.6,17.28300095,348.5899963,1.656710029,-0.680207014,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1285,1286,GG-DMD-S-8,127.5050556,37.92044444,6.07,0.92,1.215,1.1, , ,0,127,30,18.2,37,55,13.6,17.28300095,348.5899963,1.656710029,-0.680207014,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1286,1287,GG-DMD-S-9,127.5046389,37.92055556,5.9,2.32,0.035,0.95, , ,0,127,30,16.7,37,55,14,13.9691,338.7850037,-0.019332699,-1.477949977,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1287,1288,GG-DMD-S-10,127.5040833,37.92061111,5.11,1.49, ,1.32, , ,0,127,30,14.7,37,55,14.2,19.72669983,325.3380127,0.784382999,0.023396701,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1288,1289,GG-DMD-S-11,127.5037222,37.92058333,5.62,1.63,0.16,2.08, , ,0,127,30,13.4,37,55,14.1,9.647830009,318.4909973,0.236939996,0.382568985,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1289,1290,GG-DMD-S-12,127.5029722,37.92005556,5.41,1.93,0.035,1.14, , ,0,127,30,10.7,37,55,12.2,10.82330036,301.3299866,-0.128114,-0.071961902,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1290,1291,GG-DMD-S-13,127.5029722,37.92005556,5.23,1.96, ,1.05, , ,0,127,30,10.7,37,55,12.2,10.82330036,301.3299866,-0.128114,-0.071961902,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1291,1292,GG-DMD-S-14,127.5026944,37.91980556,5.35,1.65,0.055,1.55, , ,0,127,30,9.7,37,55,11.3,14.06639957,295.3540039,0.199456006,0.160271004,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1292,1293,GG-DMD-S-15,127.5024722,37.91952778,5.53,2.08,0.12,2.2, , ,0,127,30,8.9,37,55,10.3,18.69260025,286.7909851,0.453574985,0.154379994,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1293,1294,GG-DMD-S-16,127.5024722,37.91952778,5.27,1.57,0.115,1.45, , ,0,127,30,8.9,37,55,10.3,18.69260025,286.7909851,0.453574985,0.154379994,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1294,1295,GG-DMD-S-17,127.5015556,37.91913889,6.31,1.88,0.035,0.84, , ,0,127,30,5.6,37,55,8.9,12.32820034,266.4440002,-0.165604994,0.0106644,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1295,1296,GG-DMD-S-18,127.5009444,37.91872222,4.98,1.31,0.06,3.83, , ,0,127,30,3.4,37,55,7.4,10.82649994,249.8190002,0.168688998,-0.313915998,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1296,1297,GG-DMD-S-19,127.5009444,37.91872222,5.21,1.72, ,0.15, , ,0,127,30,3.4,37,55,7.4,10.82649994,249.8190002,0.168688998,-0.313915998,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1297,1298,GG-DMD-S-20,127.5001667,37.91830556,5.07,2.22, ,0.4, , ,0,127,30,0.6,37,55,5.9,15.34039974,233.2359924,-0.051690102,-0.617913008,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1298,1299,GG-DMD-S-21,127.4996389,37.91822222,6.13,1.32, ,0, , ,0,127,29,58.7,37,55,5.6,12.49090004,221.279007,-0.212507993,0.0256512,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1299,1300,GG-DMD-S-22,127.4991667,37.918,6.34,2.2,0.005,0.56, , ,0,127,29,57,37,55,4.8,16.33860016,206.5700073,1.532799959,-0.950960994,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1300,1301,GG-DMD-S-23,127.4991667,37.918,6.3,2.29, ,0, , ,0,127,29,57,37,55,4.8,16.33860016,206.5700073,1.532799959,-0.950960994,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1301,1302,GG-DMD-S-24,127.4986944,37.91772222,6.07,2.03,0.04,0.47, , ,0,127,29,55.3,37,55,3.8,7.676249981,199.2570038,0.0810242,-0.303802997,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1302,1303,GG-DMD-S-25,127.4978056,37.91694444,6.26,1.72, ,0.06, , ,0,127,29,52.1,37,55,1,26.50860023,168.423996,1.465370059,0.362771004,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1303,1304,GG-DMD-S-26,127.4970556,37.91752778,5.6,0.81, ,0, , ,0,127,29,49.4,37,55,3.1,15.00800037,162.878006,-1.277220011,-0.036559101,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1304,1305,GG-DMD-S-27,127.4970556,37.91752778,5.64,1.23, ,0, , ,0,127,29,49.4,37,55,3.1,15.00800037,162.878006,-1.277220011,-0.036559101,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1305,1306,GG-DMD-S-28,127.4979722,37.91808333,5.57,1.99, ,0.18, , ,0,127,29,52.7,37,55,5.1,14.36209965,191.2590027,0.166690007,-1.727900028,StE,SEOGTO,B,2,366,KOREA,1,B,0.5,0.5,65.01,24.8,58,17.2,35.8,0
1306,1307,GG-DMD-S-29,127.4973611,37.91858333,5.19,1.4, ,0.32, , ,0,127,29,50.5,37,55,6.9,10.79839993,191.5480042,-0.135932997,0.339226007,SqC,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1307,1308,GG-DMD-S-30,127.4976944,37.91463889,6.07,1.41, ,0, , ,0,127,29,51.7,37,54,52.7,11.66629982,152.7059937,2.115339994,-0.236100003,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1308,1309,GG-DMD-S-31,127.4975833,37.91044444,5.07,2.45, ,0.19, , ,0,127,29,51.3,37,54,37.6,36.20470047,206.6419983,1.031749964,-0.030809401,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1309,1310,GG-DMD-S-32,127.4965556,37.90847222,5.84,3.36, ,0, , ,0,127,29,47.6,37,54,30.5,28.66950035,163.1660004,-0.079619303,0.229035005,OaE2,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
1310,1311,GG-DMD-S-33,127.4986111,37.90694444,7.05,1.1,0.005,1.06, , ,0,127,29,55,37,54,25,27.37619972,205.8359985,0.166144997,0.227730006,OaE2,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
1311,1312,GG-DMD-S-34,127.4989722,37.904,6.42,1.22, ,0, , ,0,127,29,56.3,37,54,14.4,28.68169975,186.1170044,0.00973109,-0.233250007,OaE2,OESAN,B,2,423,KOREA,1,A,0.5,0.5,15.93,15,48,37,28,0
1312,1313,GG-DMD-S-35,127.5049167,37.89563889,6.41,1.77, ,0.26, , ,0,127,30,17.7,37,53,44.3,8.893850327,122.8779984,0.395096004,0.247879997,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1313,1314,GG-DMD-S-36,127.5098056,37.89297222,7.05,2.11,0.275,1.76, , ,0,127,30,35.3,37,53,34.7,27.50169945,282.8630066,-0.754729986,1.844269991,DpF2,DEOGSAN,A,1,255,KOREA,1,B,0.5,0.5,43.15,6,45,50,58,0
1314,1315,GG-DMD-S-37,127.5324722,37.89316667,5.57,0.97,0.31,3.99, , ,0,127,31,56.9,37,53,35.4,1.901659966,106.5670013,-0.354577005,-0.249412999,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1315,1316,GG-DMD-S-38,127.4978611,37.91955556,6.43,1.14,0.045,0.04, , ,0,127,29,52.3,37,55,10.4,8.63696003,206.3430023,-0.195262998,0.349842012,SqD,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1316,1317,GG-DMD-S-39,127.4981111,37.92052778,6.75,1.11,0.01,0, , ,0,127,29,53.2,37,55,13.9,8.227600098,214.1690063,-0.130520999,0.0865198,SqD,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1317,1318,GG-DMD-S-40,127.4970556,37.92066667,5.4,1.24,0.03,1.34, , ,0,127,29,49.4,37,55,14.4,15.51620007,198.5579987,0.053902298,-0.400503993,SqD,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1318,1319,GG-DMD-S-41,127.4970556,37.92066667,5.67,0.98,0.005,1.87, , ,0,127,29,49.4,37,55,14.4,15.51620007,198.5579987,0.053902298,-0.400503993,SqD,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1319,1320,GG-DMD-S-42,127.4960278,37.92083333,5.69,0.25,0.03,0.9, , ,0,127,29,45.7,37,55,15,36.90100098,179.5059967,3.491739988,-0.457109004,SqC,SUAM,B,2,375,KOREA,1,A,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0
1320,1321,GG-DMD-S-43,127.4945278,37.92125,5.84,0.25, ,0.71, , ,0,127,29,40.3,37,55,16.5,0.724373996,168.9279938,-0.053768001,0.00342195,Gz,GOCHEON,B,2,268,KOREA,1,A,0.5,0.5,150.34,8.8,29.1,62.1,0.7,0
1321,1322,GG-DMD-S-44,127.494,37.92055556,5.7,0.83,0.055,2.16, , ,0,127,29,38.4,37,55,14,5.578149796,161.1750031,1.558120012,0.0446922,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1322,1323,GG-DMD-S-45,127.494,37.92055556,5.76,0.24,0.07,0.39, , ,0,127,29,38.4,37,55,14,5.578149796,161.1750031,1.558120012,0.0446922,RC,RC,B,2,593,KOREA,1,A,0.5,0.5,260,5.2,13.5,81.3,4.4,0
1323,1324,GG-DMD-S-46,127.4948889,37.92013889,6,0.24,0.01,1.97, , ,0,127,29,41.6,37,55,12.5,13.63319969,166.9680023,-1.142820001,0.010802,Gz,GOCHEON,B,2,268,KOREA,1,A,0.5,0.5,150.34,8.8,29.1,62.1,0.7,0
