OBJECTID_x,ID,pH,As,Cd,Ni,Pb,Zn,Hg,slope,altitude,profile_curve,profile_c_num,profile_c_abs,planform_curve,planform_c_num,planform_c_abs,HYDGRP,HYDGRP_A,HYDGRP_B,HYDGRP_C,HYDGRP_D,ANION_EXCL,SOL_CRK,SOL_K1,CLAY1,SILT1,SAND1,ROCK1,SOL_EC1,distance
44,KW-YH-S-39,5.91,3.06,2.815,19.79,680.94,,0,33.2276001,308.2829895,0.461055011,0.461055011,1,2.250849962,2.250849962,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.130113069
45,KW-YH-S-40,7.08,0.36,0.13,3.26,108.84,,0,45.58160019,287.6270142,-3.746639967,3.746639967,0,-1.847959995,1.847959995,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.144843001
46,KW-YH-S-41,7.21,0.45,0.56,4.77,453.34,,0,45.58160019,287.6270142,-3.746639967,3.746639967,0,-1.847959995,1.847959995,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.144843001
47,KW-YH-S-42,6.99,1.37,0.205,4.53,165.67,,0,45.52980042,344.29599,-0.353873014,0.353873014,0,-4.53441,4.53441,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.058819172
48,KW-YH-S-43,6.97,2.46,0.165,3.36,141.26,,0,45.52980042,344.29599,-0.353873014,0.353873014,0,-4.53441,4.53441,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.058819172
49,KW-YH-S-44,6.2,0.28,0.165,3.76,58.01,,0,34.22520065,261.45401,1.448959947,1.448959947,1,-2.194590092,2.194590092,0,A,1,0,0,0,0.5,0.5,37.65,27.2,42.2,30.6,0,0,9.198315991
50,KW-YH-S-45,7.58,1.49,0.705,7.78,505.17,,0,31.98590088,301.3649902,0.451427996,0.451427996,1,1.019790053,1.019790053,1,B,0,1,0,0,0.5,0.5,44.01,14.3,32.1,53.6,6.4,0,9.354649343
51,KW-YH-S-46,7.43,9.78,5.48,28.63,1667.39,,0,25.73410034,313.8059998,0.0590607,0.0590607,1,0.0901886,0.0901886,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.598332789
52,KW-YH-S-47,7.89,5.32,3.36,21.1,1233.52,,0,25.73410034,313.8059998,0.0590607,0.0590607,1,0.0901886,0.0901886,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.598332789
53,KW-YH-S-48,6.89,2.11,3.095,33.12,814.17,,0,21.89870071,303.1149902,0.839191973,0.839191973,1,-1.142989993,1.142989993,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.589462684
54,KW-YH-S-49,6.79,2.65,1.605,17.94,515.85,,0,21.89870071,303.1149902,0.839191973,0.839191973,1,-1.142989993,1.142989993,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.589462684
55,KW-YH-S-50,7.38,1.25,0.03,3.41,75.87,,0,23.37820053,321.0369873,0.0952463,0.0952463,1,-0.577605009,0.577605009,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.629828447
56,KW-YH-S-51,7.28,0.46,0.13,4.15,138.82,,0,23.37820053,321.0369873,0.0952463,0.0952463,1,-0.577605009,0.577605009,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.629828447
57,KW-YH-S-52,5.79,0.87,0.56,8.73,185.05,,0,43.17580032,323.0379944,0.832370996,0.832370996,1,4.717870235,4.717870235,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.702767379
58,KW-YH-S-53,6.41,0.35,0.595,6.11,189.55,,0,43.17580032,323.0379944,0.832370996,0.832370996,1,4.717870235,4.717870235,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.702767379
59,KW-YH-S-54,5.71,0.69,0.515,6.64,133.02,,0,44.02550125,284.3129883,-2.737720013,2.737720013,0,3.429270029,3.429270029,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.747639351
60,KW-YH-S-55,6.43,1.37,0.58,6.61,157.77,,0,44.02550125,284.3129883,-2.737720013,2.737720013,0,3.429270029,3.429270029,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.747639351
61,KW-YH-S-56,5.44,0.48,0.355,9.74,91.43,,0,38.34170151,267.7520142,5.476419926,5.476419926,1,-5.490990162,5.490990162,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.748094626
62,KW-YH-S-57,6.11,1.44,0.365,5.94,112.43,,0,35.37020111,253.2969971,0.925553024,0.925553024,1,1.066059947,1.066059947,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.788953132
63,KW-YH-S-58,7.06,0.67,0.09,3.36,114.02,,0,38.31819916,221.3090057,3.346060038,3.346060038,1,-0.074651197,0.074651197,0,A,1,0,0,0,0.5,0.5,37.65,27.2,42.2,30.6,0,0,9.876767451
64,KW-YH-S-59,8.72,0.26,0.065,2.48,122.18,,0,30.36079979,276.7309875,-0.434004009,0.434004009,0,0.199175,0.199175,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.975922299
65,KW-YH-S-60,8.28,1.47,0.05,3.23,116.66,,0,30.36079979,276.7309875,-0.434004009,0.434004009,0,0.199175,0.199175,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,9.975922299
66,KW-YH-S-61,7.58,2.36,0.625,9.77,208.77,,0,29.53549957,295.4769897,0.443212986,0.443212986,1,-0.531274021,0.531274021,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.00740048
67,KW-YH-S-62,7.86,1.36,0.475,7.08,168.82,,0,29.53549957,295.4769897,0.443212986,0.443212986,1,-0.531274021,0.531274021,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.00740048
68,KW-YH-S-63,8.1,1.44,0.27,5.33,123.86,,0,43.06980133,319.2049866,-0.920708001,0.920708001,0,-0.556450009,0.556450009,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.07719555
69,KW-YH-S-64,7.43,2.36,0.17,3.72,111.37,,0,48.51720047,290.5690002,-0.944029987,0.944029987,0,0.048401698,0.048401698,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.151059
70,KW-YH-S-65,5.86,2.59,0.19,2.34,152.2,,0,19.6576004,247.1519928,0.943672001,0.943672001,1,-6.6738801,6.6738801,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.09761502
71,KW-YH-S-66,7.14,1.33,1,6.66,493.01,,0,23.00279999,363.7669983,-0.722900987,0.722900987,0,0.347656012,0.347656012,1,B,0,1,0,0,0.5,0.5,65.01,24.8,58,17.2,35.8,0,10.33995695
72,KW-YH-S-67,6.54,2.36,1.065,9.89,316.71,,0,25.10070038,288.2489929,0.771120012,0.771120012,1,-0.084348902,0.084348902,0,B,0,1,0,0,0.5,0.5,65.01,24.8,58,17.2,35.8,0,10.49733514
73,KW-YH-CS-01,5.91,0.46,0.095,3.6,90.7,,0,24.09009933,273.7330017,-0.029381,0.029381,0,4.19656992,4.19656992,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.92357215
74,KW-YH-CS-02,7.34,2.57,0.06,4.19,86.33,,0,24.09009933,273.7330017,-0.029381,0.029381,0,4.19656992,4.19656992,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,10.92357215
75,KW-SK-PS-01,5.3,24.5,0.5,2.5,120,,0,33.35960007,584.2529907,0.211467996,0.211467996,1,-0.585162997,0.585162997,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.32417605
76,KW-SK-PS-02,7.9,35.9,0.1,0.5,100,,0,30.06010056,549.0869751,1.233260036,1.233260036,1,0.635599017,0.635599017,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,28.91316636
77,KW-SK-PS-03,6.8,0.2,0.1,0.6,40.7,,0,42.65169907,608.9569702,-0.345108002,0.345108002,0,-0.129776001,0.129776001,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.1054255
78,KW-SK-S-01,6.18,192.23,9.225,95.18,965.4,,0,30.77029991,485.7229919,-0.379426003,0.379426003,0,-0.182160005,0.182160005,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.65432267
79,KW-SK-S-02,6.73,18.64,1.375,4.24,423.73,,0,28.0279007,484.151001,-2.838069916,2.838069916,0,-0.25237599,0.25237599,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.66842945
80,KW-SK-S-03,7.22,9.86,0.23,2.24,122.3,,0,22.59900093,495.6119995,2.373359919,2.373359919,1,-0.267634004,0.267634004,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.70725104
81,KW-SK-S-04,5.12,11.64,0.685,6.88,167.63,,0,17.31189919,491.3399963,-0.099860303,0.099860303,0,-0.107672997,0.107672997,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.69504188
82,KW-SK-S-05,7.08,0.6,0.705,2.33,130.13,,0,15.20720005,472.0589905,1.266800046,1.266800046,1,-0.119552001,0.119552001,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.64253614
83,KW-SK-S-06,5.3,267.04,3.69,39.45,268.93,,0,13.37899971,472.9979858,0.846018016,0.846018016,1,-0.116628997,0.116628997,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.6441337
84,KW-SK-S-07,7.14,12.51,0.915,5.94,382.07,,0,15.86569977,479.7219849,-0.411989003,0.411989003,0,-0.140382007,0.140382007,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.66509166
85,KW-SK-S-08,7.95,1.25,0.05,0,112.4,,0,7.905449867,477.7900085,0.426982999,0.426982999,1,-0.287371993,0.287371993,0,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.68683225
86,KW-SK-S-09,6.75,0.35,0.135,2.3,82.27,,0,23.21039963,505.848999,-0.238566995,0.238566995,0,1.233839989,1.233839989,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.77659148
87,KW-SK-S-10,5.31,0.47,0.105,1.93,81.27,,0,23.21039963,505.848999,-0.238566995,0.238566995,0,1.233839989,1.233839989,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.77659148
88,KW-SK-S-11,3.51,0.57,0.805,5.79,203.13,,0,3.574909925,479.631012,0.376071006,0.376071006,1,-0.132351995,0.132351995,0,B,0,1,0,0,0.5,0.5,52.35,6,25,70,4,0,29.65828575
89,KW-SK-S-12,4.85,4.65,0.3,0.25,104.03,,0,4.882730007,475.3829956,-1.469310045,1.469310045,0,0.112970002,0.112970002,1,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.59776269
90,KW-SK-S-13,5.09,2.02,0.26,0.49,110.5,,0,4.882730007,475.3829956,-1.469310045,1.469310045,0,0.112970002,0.112970002,1,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.59776269
91,KW-SK-S-14,7.28,10.9,0.595,2.15,123.73,,0,35.90819931,519.9879761,-0.785718024,0.785718024,0,0.033374101,0.033374101,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.50719342
92,KW-SK-S-15,6.43,0.24,0.225,1.23,82.9,,0,23.45750046,555.6140137,0.190265,0.190265,1,0.633135974,0.633135974,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.33873073
93,KW-SK-S-16,6.68,0.57,0.09,1.26,69.83,,0,23.45750046,555.6140137,0.190265,0.190265,1,0.633135974,0.633135974,1,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.33873073
94,KW-SK-S-17,6.27,241.93,2.14,2.5,425.73,,0,20.72299957,517.4130249,0.292784005,0.292784005,1,-0.509706974,0.509706974,0,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,29.41261288
95,KW-SK-S-18,4.67,4.7,0.22,2.32,90.57,,0,33.59560013,591.1500244,-0.124955997,0.124955997,0,1.311079979,1.311079979,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.29641192
96,KW-SK-S-19,4.71,1.59,0.12,2.08,93.13,,0,33.59560013,591.1500244,-0.124955997,0.124955997,0,1.311079979,1.311079979,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.29641192
97,KW-SK-S-20,5.13,21.99,0.45,3.63,88.5,,0,27.47890091,639.7009888,-0.0869864,0.0869864,0,0.497242004,0.497242004,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.24716737
98,KW-SK-S-21,8.02,156.51,1.175,4.85,179.97,,0,25.10330009,569.1530151,1.478019953,1.478019953,1,1.110829949,1.110829949,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.12739433
99,KW-SK-S-22,4.9,4.27,0.26,5.81,73.07,,0,31.71319962,633.8759766,0.28697899,0.28697899,1,-2.176889896,2.176889896,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.21800323
100,KW-SK-S-23,5.44,1.71,0.255,4.11,76.97,,0,31.71319962,633.8759766,0.28697899,0.28697899,1,-2.176889896,2.176889896,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.21800323
101,KW-SK-S-24,5.09,2,0.315,0.74,73.1,,0,40.54940033,647.0780029,-0.958508015,0.958508015,0,0.682361007,0.682361007,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.19914796
102,KW-SK-S-25,6.69,2.42,0.145,6.54,70.57,,0,13.4048996,564.5869751,0.276858985,0.276858985,1,-1.270020008,1.270020008,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.1069296
103,KW-SK-S-26,7.46,1.25,0.16,0.26,127.47,,0,29.8397007,548.9589844,0.742729008,0.742729008,1,-0.152291,0.152291,0,A,1,0,0,0,0.5,0.5,15.93,15,48,37,28,0,28.97176929
104,KW-SK-S-27,8.05,9.72,0.165,1.81,90.3,,0,3.729510069,482.5020142,0.330733001,0.330733001,1,-0.43135199,0.43135199,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,30.27805407
105,KW-SK-S-28,8.19,10.07,0.17,4.04,76.9,,0,3.729510069,482.5020142,0.330733001,0.330733001,1,-0.43135199,0.43135199,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,30.27805407
106,KW-SK-S-29,4.36,2.47,0.15,1.95,67.5,,0,38.5923996,605.0809937,-0.235642001,0.235642001,0,0.293166995,0.293166995,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,29.19148308
107,KW-SK-S-30,6.31,0.56,0.105,3.54,65.83,,0,34.10770035,553.4260254,1.036149979,1.036149979,1,-0.61619401,0.61619401,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.56123692
108,KW-SK-S-31,6.8,2.19,0.165,1.2,98.67,,0,29.29999924,578.9860229,0.0490692,0.0490692,1,-0.940921009,0.940921009,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.28866529
109,KW-SK-S-32,5.55,6.4,0.155,2.14,87.3,,0,37.80080032,611.7249756,-0.820488989,0.820488989,0,0.608222008,0.608222008,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,28.10655625
110,KW-SK-S-33,4.6,1.06,0.225,1.16,78.23,,0,37.75780106,623.9329834,1.196519971,1.196519971,1,0.239483997,0.239483997,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,27.94978469
111,KW-SK-S-34,7.14,2.54,0.05,0.22,78.4,,0,36.5965004,623.7479858,-0.622099996,0.622099996,0,-1.130399942,1.130399942,0,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,27.8489206
112,KW-SK-S-35,7.18,21.38,0.285,1.8,81.6,,0,50.81169891,588.3770142,0.341246009,0.341246009,1,2.693300009,2.693300009,1,B,0,1,0,0,0.5,0.5,43.15,6,45,50,58,0,27.54093787
113,KW-SK-S-38,8.2,3.22,0.145,0.19,557.28,,0,23.45890045,493.6270142,0.219545007,0.219545007,1,0.271180004,0.271180004,1,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.69250946
114,KW-SK-S-39,8.33,12.49,0.62,2.63,618.98,,0,23.45890045,493.6270142,0.219545007,0.219545007,1,0.271180004,0.271180004,1,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.69250946
115,KW-SK-S-40,8.05,21.52,0.74,1.78,509.49,,0,12.27470016,479.4089966,-0.592791021,0.592791021,0,0.750469983,0.750469983,1,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.66713215
116,KW-SK-S-41,8.48,19.94,0.585,1.89,449.55,,0,12.27470016,479.4089966,-0.592791021,0.592791021,0,0.750469983,0.750469983,1,A,1,0,0,0,0.5,0.5,100.79,5.5,19.7,74.8,11.3,0,29.66713215
117,KW-SK-S-42,7.59,7.64,0.38,36.05,308.14,,0,10.68889999,473.2090149,0.477086008,0.477086008,1,-0.161707997,0.161707997,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.6809408
118,KW-SK-S-43,7.21,7.88,0.615,43.44,369.53,,0,10.68889999,473.2090149,0.477086008,0.477086008,1,-0.161707997,0.161707997,0,A,1,0,0,0,0.5,0.5,260,5.2,13.5,81.3,4.4,0,29.6809408
