OBJECTID_x,ID,start_lon,start_lan,pH,As,Cd,Ni,Pb,Zn,Hg,Lon,Lan,lon_degree,lon_minute,lon_sec,lan_degree,lan_minute,lan_sec
588,GG-DN-S-43,127.2846,37.2454,4.43,0.03,0.1,24.17,2.54,77.32,0,127.4757222,37.41927778,127,28,32.6,37,25,9.4
589,GG-DN-S-44,127.2846,37.2454,5.73,0.5,0.105,31.43,4.31,100.81,0,127.4765278,37.419,127,28,35.5,37,25,8.4
590,GG-DN-S-45,127.2846,37.2454,6.07,0.65,0.03,38.68,1.86,89.24,0,127.4768333,37.41897222,127,28,36.6,37,25,8.3
591,GG-DN-S-46,127.2846,37.2454,6.04,0.5,0.11,41.49,2.8,90.42,0,127.4768333,37.41897222,127,28,36.6,37,25,8.3
592,GG-DN-S-47,127.2846,37.2454,5.85,0.36,0.08,50.23,3.38,91.51,0,127.4775,37.419,127,28,39,37,25,8.4
593,GG-DN-S-48,127.2846,37.2454,5.89,0.97,0.05,29.9,2.6,76.78,0,127.4783333,37.41880556,127,28,42,37,25,7.7
594,GG-DN-S-49,127.2846,37.2454,6.11,0.35,0.04,32.41,3.2,80.44,0,127.4783333,37.41880556,127,28,42,37,25,7.7
595,GG-DN-S-50,127.2846,37.2454,5.94,0.81,0.04,32.43,4.22,70.57,0,127.4789444,37.41863889,127,28,44.2,37,25,7.1
596,GG-DN-S-51,127.2846,37.2454,5.55,0.36,0.205,32.48,6.12,82.46,0,127.4800833,37.41955556,127,28,48.3,37,25,10.4
597,GG-DN-S-52,127.2846,37.2454,5.77,0.13,0.05,30.5,4.45,73.86,0,127.4798889,37.41988889,127,28,47.6,37,25,11.6
598,GG-DN-S-53,127.2846,37.2454,5.84,0.7,0.065,30.96,4.77,74.55,0,127.4798889,37.41988889,127,28,47.6,37,25,11.6
599,GG-DN-S-54,127.2846,37.2454,7.2,0.37,0.1,37.23,1.9,70.71,0,127.4801944,37.42038889,127,28,48.7,37,25,13.4
600,GG-DN-S-55,127.2846,37.2454,6.1,0.55,0.1,38.68,2.19,62.88,0,127.4794167,37.42011111,127,28,45.9,37,25,12.4
601,GG-DN-S-56,127.2846,37.2454,5.44,0.11,0.09,28.21,5.42,95.21,0,127.4766389,37.42016667,127,28,35.9,37,25,12.6
602,GG-DN-S-57,127.2846,37.2454,4.84,0.65,0.06,25.32,3.41,90.19,0,127.4788056,37.42102778,127,28,43.7,37,25,15.7
603,GG-DN-S-58,127.2846,37.2454,5.04,0.14,0.045,25.65,2.9,95.07,0,127.4788056,37.42102778,127,28,43.7,37,25,15.7
604,GG-DN-S-59,127.2846,37.2454,5.14,0.47,0.045,25.29,3.44,78.52,0,127.4815278,37.42163889,127,28,53.5,37,25,17.9
605,GG-DN-S-60,127.2846,37.2454,5.93,0.44,0.005,33.28,2.16,62.08,0,127.4836944,37.42461111,127,29,1.3,37,25,28.6
606,GG-DN-S-61,127.2846,37.2454,5.65,0.49,0.005,26.69,2.74,67.93,0,127.484,37.42536111,127,29,2.4,37,25,31.3
607,GG-DN-S-62,127.2846,37.2454,5.35,1.25,0.215,34.84,6.87,75.42,0,127.4851944,37.42697222,127,29,6.7,37,25,37.1
608,GG-DN-S-63,127.2846,37.2454,5.65,2.65,0.125,32.05,5.21,74.15,0,127.4850833,37.42705556,127,29,6.3,37,25,37.4
609,GG-DN-S-64,127.2846,37.2454,6.75,0.24,0.06,27.1,2.29,99.74,0,127.4864167,37.42897222,127,29,11.1,37,25,44.3
610,GG-DN-S-65,127.2846,37.2454,3.38,0.65,0.145,23.99,3.59,77.51,0,127.4858333,37.42891667,127,29,9,37,25,44.1
611,GG-DN-S-66,127.2846,37.2454,6.05,1.59,0.06,27.89,3.12,63.53,0,127.4865833,37.42961111,127,29,11.7,37,25,46.6
612,GG-DN-S-67,127.2846,37.2454,5.71,0.23,0.11,31.86,3.21,82.69,0,127.4873611,37.43013889,127,29,14.5,37,25,48.5
613,GG-DN-S-68,127.2846,37.2454,5.5,0.9,0.13,30.63,3.87,89.74,0,127.4873611,37.43013889,127,29,14.5,37,25,48.5
614,GG-DN-CS-1,127.2846,37.2454,5.63,1.24,0.15,23.43,3.07,92.17,0,127.4885556,37.42077778,127,29,18.8,37,25,14.8
615,GG-DN-CS-2,127.2846,37.2454,7.71,2.66,0.01,23.5,,101.8,0,127.4885556,37.42077778,127,29,18.8,37,25,14.8
616,GG-DN-CS-3,127.2846,37.2454,5.9,0.26,0.18,27.5,2.16,81.73,0,127.4888889,37.42625,127,29,20,37,25,34.5
617,GG-DW-PS-3,127.4654,37.254,5.9,24.9,0.1,6.1,,,0,127.7651944,37.41116667,127,45,54.7,37,24,40.2
618,GG-DW-T-1,127.4654,37.254,4.9,882.84,0.115,4.71,,,0,127.7822778,37.42841667,127,46,56.2,37,25,42.3
619,GG-DW-S-1,127.4654,37.254,4.9,212.45,0.12,4.33,,,0,127.7818889,37.42802778,127,46,54.8,37,25,40.9
620,GG-DW-S-2,127.4654,37.254,4.72,209.35,0.11,3.92,,,0,127.7818889,37.42802778,127,46,54.8,37,25,40.9
621,GG-DW-S-3,127.4654,37.254,5.6,103.9,0.32,1.37,,,0,127.7817222,37.42847222,127,46,54.2,37,25,42.5
622,GG-DW-S-4,127.4654,37.254,5.39,69.25,0.165,5.78,,,0,127.7821667,37.42827778,127,46,55.8,37,25,41.8
623,GG-DW-S-5,127.4654,37.254,4.91,0.46,0.14,1.85,,,0,127.782,37.42805556,127,46,55.2,37,25,41
624,GG-DW-S-6,127.4654,37.254,4.5,1.46,0.085,3.46,,,0,127.7818056,37.42788889,127,46,54.5,37,25,40.4
625,GG-DW-S-7,127.4654,37.254,4.95,0.16,0.115,2.19,,,0,127.7813889,37.42736111,127,46,53,37,25,38.5
626,GG-DW-S-8,127.4654,37.254,4.91,0.33,0.145,1.92,,,0,127.7813889,37.42736111,127,46,53,37,25,38.5
627,GG-DW-S-9,127.4654,37.254,4.63,2.36,0.085,3.4,,,0,127.7810278,37.42663889,127,46,51.7,37,25,35.9
628,GG-DW-S-10,127.4654,37.254,5.24,1.63,0.13,3.78,,,0,127.7808889,37.42597222,127,46,51.2,37,25,33.5
629,GG-DW-S-11,127.4654,37.254,5.6,1.36,0.075,1.05,,,0,127.7804444,37.42572222,127,46,49.6,37,25,32.6
630,GG-DW-S-12,127.4654,37.254,4.96,0.68,0.06,1.91,,,0,127.7800278,37.42566667,127,46,48.1,37,25,32.4
631,GG-DW-S-13,127.4654,37.254,5.8,0.78,0.12,1.5,,,0,127.7793889,37.42547222,127,46,45.8,37,25,31.7
632,GG-DW-S-14,127.4654,37.254,5.94,0.48,0.135,1.62,,,0,127.7793889,37.42547222,127,46,45.8,37,25,31.7
633,GG-DW-S-15,127.4654,37.254,4.98,0.3,0.13,2.07,,,0,127.78,37.42552778,127,46,48,37,25,31.9
634,GG-DW-S-16,127.4654,37.254,4.72,0.46,0.19,1.13,,,0,127.7797222,37.42547222,127,46,47,37,25,31.7
635,GG-DW-S-17,127.4654,37.254,5.78,0.38,0.125,1.36,,,0,127.7786111,37.42544444,127,46,43,37,25,31.6
636,GG-DW-S-18,127.4654,37.254,5.18,1.13,0.095,2.2,,,0,127.7777222,37.42552778,127,46,39.8,37,25,31.9
637,GG-DW-S-19,127.4654,37.254,5.38,0.23,0.105,2.08,,,0,127.7764722,37.42530556,127,46,35.3,37,25,31.1
638,GG-DW-S-20,127.4654,37.254,5.31,0.55,0.125,1.95,,,0,127.7756389,37.42527778,127,46,32.3,37,25,31
639,GG-DW-S-21,127.4654,37.254,5.34,0.45,0.08,1.36,,,0,127.7756389,37.42527778,127,46,32.3,37,25,31
640,GG-DW-S-22,127.4654,37.254,6.57,0.55,0.09,1,,,0,127.7748611,37.42527778,127,46,29.5,37,25,31
641,GG-DW-S-23,127.4654,37.254,5.59,0.78,0.11,1.67,,,0,127.7743889,37.42505556,127,46,27.8,37,25,30.2
642,GG-DW-S-24,127.4654,37.254,6.8,0.88,0.11,1.21,,,0,127.7738611,37.425,127,46,25.9,37,25,30
643,GG-DW-S-25,127.4654,37.254,6.61,2.56,0.11,1.55,,,0,127.7738611,37.425,127,46,25.9,37,25,30
644,GG-DW-S-26,127.4654,37.254,5.27,0.32,0.115,0.96,,,0,127.7735,37.42491667,127,46,24.6,37,25,29.7
645,GG-DW-S-27,127.4654,37.254,6.35,1.57,0.17,0.76,,,0,127.7724722,37.42508333,127,46,20.9,37,25,30.3
646,GG-DW-S-28,127.4654,37.254,6.48,0.18,0.13,0.86,,,0,127.7724722,37.42508333,127,46,20.9,37,25,30.3
647,GG-DW-S-29,127.4654,37.254,5.54,1.37,0.085,1.61,,,0,127.7814444,37.42580556,127,46,53.2,37,25,32.9
648,GG-DW-S-30,127.4654,37.254,5.6,0.38,0.165,4,,,0,127.771,37.42508333,127,46,15.6,37,25,30.3
649,GG-DW-S-31,127.4654,37.254,5.23,0.58,0.095,2.93,,,0,127.7685,37.42641667,127,46,6.6,37,25,35.1
650,GG-DW-S-32,127.4654,37.254,5.34,0.49,0.11,2.76,,,0,127.7660556,37.42522222,127,45,57.8,37,25,30.8
651,GG-DW-S-33,127.4654,37.254,5.18,0.29,0.145,4.74,,,0,127.7666111,37.42086111,127,45,59.8,37,25,15.1
652,GG-DW-S-34,127.4654,37.254,5,0.27,0.14,2.35,,,0,127.7672222,37.4195,127,46,2,37,25,10.2
653,GG-DW-S-35,127.4654,37.254,5.68,0.58,0.145,3.25,,,0,127.7651944,37.41116667,127,45,54.7,37,24,40.2
654,GG-DW-S-36,127.4654,37.254,5.41,1.46,0.145,2.64,,,0,127.7611944,37.40730556,127,45,40.3,37,24,26.3
655,GG-DW-S-37,127.4654,37.254,5.25,2.35,0.09,1.42,,,0,127.7657778,37.40133333,127,45,56.8,37,24,4.8
656,GG-DW-S-38,127.4654,37.254,5.02,86.75,0.1,6.3,,,0,127.7826389,37.4285,127,46,57.5,37,25,42.6
657,GG-DW-S-39,127.4654,37.254,5.72,11.9,0.01,3.37,,,0,127.7819444,37.42813889,127,46,55,37,25,41.3
658,GG-DW-S-40,127.4654,37.254,5.12,0.48,0.11,3.18,,,0,127.77975,37.42544444,127,46,47.1,37,25,31.6
659,GG-DW-S-41,127.4654,37.254,5.33,1.88,0.03,2.98,,,0,127.77975,37.42544444,127,46,47.1,37,25,31.6
660,GG-DW-S-42,127.4654,37.254,5.83,0.58,0.1,3.55,,,0,127.7781667,37.42552778,127,46,41.4,37,25,31.9
661,GG-DW-S-43,127.4654,37.254,6.17,0.64,0.1,3.49,,,0,127.7771111,37.42505556,127,46,37.6,37,25,30.2
662,GG-DW-S-44,127.4654,37.254,4.94,1.46,0.1,2.44,,,0,127.7768056,37.42505556,127,46,36.5,37,25,30.2
663,GG-DW-S-45,127.4654,37.254,5.19,1.48,0.1,3.94,,,0,127.7755,37.42513889,127,46,31.8,37,25,30.5
664,GG-DW-S-46,127.4654,37.254,6.13,1.58,0.1,2.36,,,0,127.7731667,37.42516667,127,46,23.4,37,25,30.6
665,GG-DW-S-47,127.4654,37.254,5.62,0.28,0.055,2.68,,,0,127.7723611,37.42516667,127,46,20.5,37,25,30.6
666,GG-DW-S-48,127.4654,37.254,6.07,0.58,0.03,3.18,,,0,127.7723889,37.42502778,127,46,20.6,37,25,30.1
667,GG-DW-S-49,127.4654,37.254,5.38,0.28,0.14,5.93,,,0,127.77075,37.42508333,127,46,14.7,37,25,30.3
668,GG-DW-S-50,127.4654,37.254,6.47,0.58,0.08,2.89,,,0,127.7701944,37.42513889,127,46,12.7,37,25,30.5
669,GG-DW-S-51,127.4654,37.254,5.77,0.88,0.1,4.44,,,0,127.7695278,37.42544444,127,46,10.3,37,25,31.6
670,GG-DW-S-52,127.4654,37.254,7.38,0.66,0.1,2.21,,,0,127.7695833,37.42563889,127,46,10.5,37,25,32.3
671,GG-DW-S-53,127.4654,37.254,7.59,0.83,0.045,2.23,,,0,127.7695833,37.42563889,127,46,10.5,37,25,32.3
672,GG-DW-S-54,127.4654,37.254,6.15,0.27,0.1,5.63,,,0,127.76975,37.42586111,127,46,11.1,37,25,33.1
673,GG-DW-S-55,127.4654,37.254,5.62,0.67,0.06,6.95,,,0,127.7692222,37.42622222,127,46,9.2,37,25,34.4
674,GG-DW-S-56,127.4654,37.254,5.28,0.48,0.03,6.09,,,0,127.7671389,37.42602778,127,46,1.7,37,25,33.7
675,GG-DW-S-57,127.4654,37.254,5.41,0.79,0.1,3.17,,,0,127.7659444,37.42452778,127,45,57.4,37,25,28.3
676,GG-DW-S-58,127.4654,37.254,5.33,0.37,0.045,4.83,,,0,127.76575,37.42411111,127,45,56.7,37,25,26.8
677,GG-DW-S-59,127.4654,37.254,5.54,0.74,0.015,3.46,,,0,127.7663333,37.42261111,127,45,58.8,37,25,21.4
678,GG-DW-S-60,127.4654,37.254,4.94,1.12,0.015,4.03,,,0,127.7664722,37.42208333,127,45,59.3,37,25,19.5
679,GG-DW-S-61,127.4654,37.254,5.31,0.51,0.025,4.48,,,0,127.7667222,37.42141667,127,46,0.2,37,25,17.1
680,GG-DW-CS-1,127.4654,37.254,5.45,0.46,0.15,2.66,,,0,127.7876667,37.42458333,127,47,15.6,37,25,28.5
681,GG-DW-CS-2,127.4654,37.254,5.54,1.46,0.06,1.25,,,0,127.7876667,37.42458333,127,47,15.6,37,25,28.5
682,GG-DW-CS-3,127.4654,37.254,5.22,0.37,0.085,1.67,,,0,127.7713056,37.42852778,127,46,16.7,37,25,42.7
683,GG-SC-PS-1,127.4321,37.262,5.3,1.1,0.1,1.7,,,0,127.7242778,37.44325,127,43,27.4,37,26,35.7
684,GG-SC-PS-2,127.4321,37.262,6.1,1.1,0.1,4.5,,,0,127.7313889,37.43777778,127,43,53,37,26,16
685,GG-SC-PS-3,127.4321,37.262,5.7,1.1,0.3,1,,,0,127.7311667,37.43447222,127,43,52.2,37,26,4.1
686,GG-SC-S-1,127.4321,37.262,5.35,0.25,0.025,0.3,,,0,127.7225,37.43911111,127,43,21,37,26,20.8
687,GG-SC-S-2,127.4321,37.262,4.94,16.78,0.05,2.35,,,0,127.7224444,37.43913889,127,43,20.8,37,26,20.9
688,GG-SC-S-3,127.4321,37.262,5.3,2.35,0.005,0.59,,,0,127.7224444,37.43913889,127,43,20.8,37,26,20.9
689,GG-SC-S-4,127.4321,37.262,6.24,4.14,0.06,2.44,,,0,127.7226111,37.43908333,127,43,21.4,37,26,20.7
690,GG-SC-S-5,127.4321,37.262,6.02,2.44,0.005,0.69,,,0,127.7229444,37.43897222,127,43,22.6,37,26,20.3
691,GG-SC-S-6,127.4321,37.262,4.79,1.58,0.05,2.34,,,0,127.7231389,37.43883333,127,43,23.3,37,26,19.8
692,GG-SC-S-7,127.4321,37.262,4.53,0.71,0.05,1.22,,,0,127.7238056,37.43822222,127,43,25.7,37,26,17.6
693,GG-SC-S-8,127.4321,37.262,4.69,0.48,0.05,0.15,,,0,127.7238056,37.43822222,127,43,25.7,37,26,17.6
694,GG-SC-S-9,127.4321,37.262,4.33,0.88,0.05,0.68,,,0,127.7240278,37.43666667,127,43,26.5,37,26,12
695,GG-SC-S-10,127.4321,37.262,4.26,0.58,0.05,0.86,,,0,127.7240278,37.43666667,127,43,26.5,37,26,12
696,GG-SC-S-11,127.4321,37.262,5.06,0.39,0.005,0,,,0,127.7236667,37.43527778,127,43,25.2,37,26,7
697,GG-SC-S-12,127.4321,37.262,5.38,0.9,0.015,0,,,0,127.7230556,37.43555556,127,43,23,37,26,8
698,GG-SC-S-13,127.4321,37.262,4.91,0.88,0.04,0,,,0,127.7234722,37.43536111,127,43,24.5,37,26,7.3
699,GG-SC-S-14,127.4321,37.262,6.22,0.45,0.035,0.73,,,0,127.7237222,37.435,127,43,25.4,37,26,6
700,GG-SC-S-15,127.4321,37.262,7.08,0.64,0.035,0.38,,,0,127.7233889,37.43488889,127,43,24.2,37,26,5.6
701,GG-SC-S-16,127.4321,37.262,6.38,0.74,0.04,0.35,,,0,127.7230556,37.43430556,127,43,23,37,26,3.5
702,GG-SC-S-17,127.4321,37.262,6.07,0.14,0.005,0,,,0,127.723,37.43394444,127,43,22.8,37,26,2.2
703,GG-SC-S-18,127.4321,37.262,6.89,0.47,0.05,0,,,0,127.723,37.43394444,127,43,22.8,37,26,2.2
704,GG-SC-S-19,127.4321,37.262,6.4,0.32,0.13,5.85,,,0,127.7236111,37.43405556,127,43,25,37,26,2.6
705,GG-SC-S-20,127.4321,37.262,5.92,0.57,0.025,1.95,,,0,127.7247222,37.43388889,127,43,29,37,26,2
706,GG-SC-S-21,127.4321,37.262,5.64,0.39,0.03,1.97,,,0,127.7247222,37.43388889,127,43,29,37,26,2
707,GG-SC-S-22,127.4321,37.262,4.9,0.27,0.01,0.34,,,0,127.7255278,37.4335,127,43,31.9,37,26,0.6
708,GG-SC-S-23,127.4321,37.262,5.36,0.85,0.05,0.09,,,0,127.7263889,37.43341667,127,43,35,37,26,0.3
709,GG-SC-S-24,127.4321,37.262,5.03,0.42,0.05,1.65,,,0,127.7263889,37.43341667,127,43,35,37,26,0.3
710,GG-SC-S-25,127.4321,37.262,5.56,0.42,0.05,1.08,,,0,127.7273056,37.43311111,127,43,38.3,37,25,59.2
711,GG-SC-S-26,127.4321,37.262,5.12,0.78,0.05,0,,,0,127.7289167,37.43302778,127,43,44.1,37,25,58.9
712,GG-SC-S-27,127.4321,37.262,5.19,0.28,0.045,0.15,,,0,127.7276389,37.43394444,127,43,39.5,37,26,2.2
713,GG-SC-S-28,127.4321,37.262,5.53,0.73,0.01,0.71,,,0,127.7296667,37.43319444,127,43,46.8,37,25,59.5
714,GG-SC-S-29,127.4321,37.262,5.42,0.37,0.025,0.61,,,0,127.7305,37.43261111,127,43,49.8,37,25,57.4
715,GG-SC-S-30,127.4321,37.262,5.46,0.77,0.035,2.68,,,0,127.7323889,37.43233333,127,43,56.6,37,25,56.4
716,GG-SC-S-31,127.4321,37.262,5.31,0.58,0.015,0,,,0,127.7342222,37.43169444,127,44,3.2,37,25,54.1
717,GG-SC-S-32,127.4321,37.262,5.22,1.25,0.01,0,,,0,127.7368611,37.43233333,127,44,12.7,37,25,56.4
718,GG-SC-S-33,127.4321,37.262,5,1.68,0.03,0,,,0,127.7398611,37.43327778,127,44,23.5,37,25,59.8
719,GG-SC-S-34,127.4321,37.262,4.89,0.57,0.045,0.92,,,0,127.7419722,37.43163889,127,44,31.1,37,25,53.9
720,GG-SC-S-35,127.4321,37.262,6.28,0.82,0.025,0.44,,,0,127.7468889,37.42747222,127,44,48.8,37,25,38.9
721,GG-SC-S-36,127.4321,37.262,5.57,0.27,0.035,2.41,,,0,127.7511944,37.42491667,127,45,4.3,37,25,29.7
722,GG-SC-S-37,127.4321,37.262,6.81,0.59,0.16,1.39,,,0,127.7537778,37.41852778,127,45,13.6,37,25,6.7
723,GG-SC-S-38,127.4321,37.262,5.33,0.41,0.05,5.83,,,0,127.7228611,37.43894444,127,43,22.3,37,26,20.2
724,GG-SC-S-39,127.4321,37.262,5.59,0.99,0.05,5.76,,,0,127.7228611,37.43894444,127,43,22.3,37,26,20.2
725,GG-SC-S-40,127.4321,37.262,6.03,0.58,0.05,3.24,,,0,127.7236667,37.43461111,127,43,25.2,37,26,4.6
726,GG-SC-S-41,127.4321,37.262,6.68,0.74,0.03,4.17,,,0,127.7231389,37.43391667,127,43,23.3,37,26,2.1
727,GG-SC-S-42,127.4321,37.262,6.89,0.56,0.025,3.26,,,0,127.7231944,37.43361111,127,43,23.5,37,26,1
728,GG-SC-S-43,127.4321,37.262,7.17,0.55,0.155,2.19,,,0,127.7241111,37.43377778,127,43,26.8,37,26,1.6
729,GG-SC-S-44,127.4321,37.262,7.14,0.47,0.105,1.94,,,0,127.7241111,37.43377778,127,43,26.8,37,26,1.6
730,GG-SC-S-45,127.4321,37.262,6.19,0.77,0.26,10.75,,,0,127.7241944,37.43430556,127,43,27.1,37,26,3.5
731,GG-SC-S-46,127.4321,37.262,5.32,0.58,0.035,6.46,,,0,127.7248333,37.43436111,127,43,29.4,37,26,3.7
732,GG-SC-S-47,127.4321,37.262,5.76,1.35,0.01,4.59,,,0,127.7256389,37.43369444,127,43,32.3,37,26,1.3
733,GG-SC-S-48,127.4321,37.262,5.79,0.12,0.05,3.92,,,0,127.7273889,37.4335,127,43,38.6,37,26,0.6
734,GG-SC-S-49,127.4321,37.262,5.78,0.08,0.05,3.9,,,0,127.7273889,37.4335,127,43,38.6,37,26,0.6
735,GG-SC-S-50,127.4321,37.262,5.53,2.46,0.01,4.79,,,0,127.7285278,37.43341667,127,43,42.7,37,26,0.3
736,GG-SC-S-51,127.4321,37.262,5.54,1.23,0.015,6.33,,,0,127.7319167,37.43319444,127,43,54.9,37,25,59.5
737,GG-SC-S-52,127.4321,37.262,5.56,1.57,0.025,6.06,,,0,127.7319167,37.43319444,127,43,54.9,37,25,59.5
738,GG-SC-CS-1,127.4321,37.262,6,0.11,0.015,0,,,0,127.7256389,37.44277778,127,43,32.3,37,26,34
739,GG-SC-CS-2,127.4321,37.262,6.14,0.27,0.045,0.75,,,0,127.7256389,37.44277778,127,43,32.3,37,26,34
740,GG-SC-CS-3,127.4321,37.262,5.89,1.24,0.055,0.14,,,0,127.7201111,37.42933333,127,43,12.4,37,25,45.6
741,KW-KY-S-37,128.5137,37.2815,7.71,0.36,0.91,21.4,2.84,65.77,0,128.8199167,37.46822222,128,49,11.7,37,28,5.6
742,KW-KY-S-33,128.5137,37.2815,7.14,0.54,0.1,4.9,2.43,105.4,0,128.8403889,37.47530556,128,50,25.4,37,28,31.1
743,KW-KY-S-34,128.5137,37.2815,8.27,1.58,0.185,8.27,5.48,107.47,0,128.8382778,37.47602778,128,50,17.8,37,28,33.7
744,KW-KY-S-35,128.5137,37.2815,5.37,0.97,0.91,8.63,2.61,54.1,0,128.8346111,37.47886111,128,50,4.6,37,28,43.9
745,KW-KY-S-36,128.5137,37.2815,6.8,0.64,0.91,10.77,2.14,83.03,0,128.8271667,37.48102778,128,49,37.8,37,28,51.7
746,KW-KY-S-21,128.5137,37.2815,6.82,3.8,0.495,14.23,5.14,167.1,0,128.8543889,37.46769444,128,51,15.8,37,28,3.7
747,KW-KY-S-22,128.5137,37.2815,4.82,3.78,0.495,19.43,5.14,137.2,0,128.8536944,37.46783333,128,51,13.3,37,28,4.2
748,KW-KY-S-23,128.5137,37.2815,3.96,0.58,0.51,19.07,5.12,110,0,128.8536944,37.46783333,128,51,13.3,37,28,4.2
749,KW-KY-S-26,128.5137,37.2815,6.62,0.58,0.195,28,6,65.27,0,128.8515278,37.46836111,128,51,5.5,37,28,6.1
750,KW-KY-S-27,128.5137,37.2815,5.76,0.69,0.35,30,3.49,42.27,0,128.8515278,37.46836111,128,51,5.5,37,28,6.1
751,KW-KY-S-28,128.5137,37.2815,6.36,0.9,1.04,23.57,4.48,390.57,0,128.8506389,37.46830556,128,51,2.3,37,28,5.9
752,KW-KY-S-29,128.5137,37.2815,6.15,18.98,0.91,24.1,2.23,328.5,0,128.8501389,37.46913889,128,51,0.5,37,28,8.9
753,KW-KY-S-56,128.5137,37.2815,6.16,0.88,0.115,14.66,2.94,75.95,0,128.8526667,37.46827778,128,51,9.6,37,28,5.8
754,KW-KY-S-57,128.5137,37.2815,6.1,2.29,0.055,16.56,3.94,102.51,0,128.8526667,37.46827778,128,51,9.6,37,28,5.8
755,KW-KY-S-61,128.5137,37.2815,6.79,1.84,0.275,23.82,5.02,193.94,0,128.8507778,37.46808333,128,51,2.8,37,28,5.1
756,KW-KY-S-62,128.5137,37.2815,7.13,1.14,0.31,27.14,4.88,202.47,0,128.85075,37.46786111,128,51,2.7,37,28,4.3
757,KW-KY-S-63,128.5137,37.2815,7.25,1.19,0.415,25.59,4.99,215.2,0,128.85075,37.46786111,128,51,2.7,37,28,4.3
758,KW-KY-S-64,128.5137,37.2815,5.93,0.75,0.13,18.12,2.64,137.92,0,128.8494444,37.46811111,128,50,58,37,28,5.2
759,KW-KY-S-65,128.5137,37.2815,6.57,0.25,0.375,29.29,4.65,154.55,0,128.8498611,37.46869444,128,50,59.5,37,28,7.3
760,KW-KY-S-66,128.5137,37.2815,6.51,0.47,0.04,17.86,2.18,73.39,0,128.8502222,37.46944444,128,51,0.8,37,28,10
761,KW-KY-S-67,128.5137,37.2815,6.95,12.9,0.585,23.04,5.64,194.22,0,128.8501389,37.46983333,128,51,0.5,37,28,11.4
762,KW-DA-S-35,128.5235,37.2352,7.11,0.58,0.91,2.92,,,0,128.8532778,37.41186111,128,51,11.8,37,24,42.7
763,KW-KY-PS-01,128.5137,37.2815,6.2,17.6,0.9,28.7,1.1,350,0,128.8759444,37.46802778,128,52,33.4,37,28,4.9
764,KW-KY-PS-02,128.5137,37.2815,4.4,60.5,0.2,40.7,19.9,145,0,128.8720278,37.47116667,128,52,19.3,37,28,16.2
765,KW-KY-S-01,128.5137,37.2815,4.08,271.84,3.245,8.33,67.83,758.13,0,128.8603889,37.47091667,128,51,37.4,37,28,15.3
766,KW-KY-S-02,128.5137,37.2815,4.34,918.4,4.82,10.1,7.07,759.77,0,128.8601944,37.47066667,128,51,36.7,37,28,14.4
767,KW-KY-S-03,128.5137,37.2815,4.18,590.6,4.28,9.77,17.65,567.67,0,128.8599722,37.47019444,128,51,35.9,37,28,12.7
768,KW-KY-S-04,128.5137,37.2815,4.87,2.2,0.61,24.57,31.22,283.2,0,128.8596944,37.46927778,128,51,34.9,37,28,9.4
769,KW-KY-S-05,128.5137,37.2815,4.71,2.47,0.15,10.8,4.94,134.13,0,128.8594444,37.46894444,128,51,34,37,28,8.2
770,KW-KY-S-06,128.5137,37.2815,5.12,0.58,0.785,15.33,20.43,229.87,0,128.8589722,37.46836111,128,51,32.3,37,28,6.1
771,KW-KY-S-07,128.5137,37.2815,4.01,122.27,0.11,10.27,5.3,111,0,128.8595278,37.46736111,128,51,34.3,37,28,2.5
772,KW-KY-S-08,128.5137,37.2815,4.36,68.74,0.59,11.93,7.68,257.43,0,128.8601667,37.46694444,128,51,36.6,37,28,1
773,KW-KY-S-09,128.5137,37.2815,6.08,19.9,1.65,13.23,6.39,271,0,128.8596389,37.46713889,128,51,34.7,37,28,1.7
774,KW-KY-S-10,128.5137,37.2815,6.29,18.57,1.62,13.5,5.99,248.87,0,128.8596389,37.46713889,128,51,34.7,37,28,1.7
775,KW-KY-S-11,128.5137,37.2815,6.02,50.84,1.09,14.73,12.98,253.5,0,128.8588611,37.46755556,128,51,31.9,37,28,3.2
776,KW-KY-S-12,128.5137,37.2815,6.07,16.69,1.215,25,11.55,269.03,0,128.8579444,37.46772222,128,51,28.6,37,28,3.8
777,KW-KY-S-13,128.5137,37.2815,6.08,24.42,1.285,14.3,12.81,267.57,0,128.8579444,37.46772222,128,51,28.6,37,28,3.8
778,KW-KY-S-14,128.5137,37.2815,5.56,405.7,5.015,14.47,25.31,554.33,0,128.8576389,37.467,128,51,27.5,37,28,1.2
779,KW-KY-S-15,128.5137,37.2815,5.33,2.47,0.09,9.6,2.09,92.37,0,128.8560556,37.46752778,128,51,21.8,37,28,3.1
780,KW-KY-S-16,128.5137,37.2815,5.33,1.57,0.91,10.3,1.22,93.5,0,128.8560556,37.46752778,128,51,21.8,37,28,3.1
781,KW-KY-S-17,128.5137,37.2815,6.14,43.78,2.995,20.27,22.91,380.43,0,128.8561111,37.46727778,128,51,22,37,28,2.2
782,KW-KY-S-18,128.5137,37.2815,6.95,3.29,0.525,20.43,8.79,178.5,0,128.8556389,37.46752778,128,51,20.3,37,28,3.1
783,KW-KY-S-19,128.5137,37.2815,6.96,1.84,0.53,19.53,10.19,164.7,0,128.8556389,37.46752778,128,51,20.3,37,28,3.1
